MFonMB_X,Subj,Choice
2.5509,72,0
4.8147,72,0
8.7165,72,0
13.115,72,0
4.3114,73,0
7.9855,73,1
4.8833,73,1
-7.7588,73,0
9.4415,73,1
-2.8331,73,0
-6.1569,73,1
0.81966,73,1
-4.6772,73,1
-1.5859,73,1
-1.2054,73,1
6.7082,73,1
11.315,73,1
-3.3741,73,1
-0.48936,73,1
10.96,73,1
4.9684,74,0
-2.526,74,0
0.84177,74,1
-14.428,74,0
3.3241,74,1
8.459,74,1
12.605,74,0
-9.4489,74,0
-8.4597,74,1
-4.3164,74,1
-6.301,74,1
0.39824,74,1
0.0053074,74,1
6.3807,74,1
-4.5944,74,1
-1.0404,75,1
-4.7222,75,1
-7.5013,75,1
-8.3238,75,1
4.498,75,1
-2.265,75,1
-2.3256,75,1
-5.1528,75,0
-9.2281,75,0
3.8809,75,0
-17.817,75,0
2.5911,75,1
6.2249,75,1
-19.403,75,1
-26.169,75,1
14.232,76,0
6.3648,76,0
5.0526,76,0
8.6707,76,0
9.564,76,1
6.611,76,0
4.9385,76,1
3.4698,76,0
3.3866,76,0
10.202,76,0
8.1778,76,0
3.5439,76,1
3.8734,76,0
3.5362,76,0
2.3885,76,0
-2.4794,76,0
-2.9744,77,1
-6.7608,77,0
-3.2913,77,0
4.3144,77,0
5.3158,77,0
-3.5272,77,0
-6.2843,77,0
0.45187,77,0
0.063497,77,0
1.2386,77,0
1.8153,77,0
3.146,77,0
0.77852,77,0
5.2403,77,0
-2.9916,77,0
9.0442,77,0
7.5662,77,0
-0.71115,78,0
5.4712,78,0
2.825,78,0
1.5088,78,0
3.2218,78,1
-1.2667,78,0
5.8012,78,0
-0.7171,78,0
-2.9942,78,0
-5.164,78,0
8.6327,78,0
2.3331,78,0
-9.4721,78,0
3.1481,78,0
-3.2145,78,0
5.2425,79,0
6.4107,79,0
2.0759,79,0
2.092,79,0
1.8629,79,1
-5.9821,79,1
-5.5417,79,1
0.305,79,1
0.3715,79,1
2.2609,79,1
-2.7412,79,1
7.2955,79,0
9.816,79,1
10.103,79,0
8.1764,79,1
-7.7775,79,1
-8.2244,79,0
6.0981,80,0
-5.6338,80,0
-4.8756,80,1
-1.0878,80,1
-0.31787,80,1
0.61654,80,1
-1.4819,80,1
-8.5719,80,1
-12.389,80,0
1.7471,80,0
-12.387,80,0
3.2907,80,1
5.2702,80,1
8.6469,80,0
6.4231,80,0
12.572,80,0
-5.4918,81,0
-1.5112,81,0
-9.1209,81,0
-0.31552,81,1
3.4182,81,0
8.4708,81,1
8.6998,81,0
5.8647,81,1
1.7471,81,1
1.9293,81,0
-4.6288,81,0
4.2301,81,1
1.1779,81,0
-6.2412,81,0
-9.2547,81,0
1.7471,82,0
-8.8421,82,1
4.5189,82,0
16.038,82,0
-14.175,82,1
1.7471,82,0
11.159,82,0
-9.2782,82,1
-6.6847,82,1
1.7471,82,0
1.8798,82,1
5.0293,82,1
2.9992,82,0
-5.8844,82,1
12.777,82,0
16.584,82,0
-2.1087,82,1
11.12,82,0
3.3851,83,0
4.6097,83,1
6.2598,83,0
2.0048,83,1
2.3634,83,0
4.3081,83,0
-7.6316,83,1
-1.783,83,0
1.0334,83,0
-7.3878,83,0
-2.7939,83,1
-9.6955,83,1
0.35614,83,0
-8.6192,83,0
4.968,83,0
-3.8392,84,0
-1.6654,84,0
-1.5717,84,0
-3.0196,84,0
0.6196,84,1
-2.389,84,1
1.007,84,1
-3.8,84,1
1.0768,84,1
-0.58958,84,1
-2.1298,84,1
-11.796,84,0
-13.512,84,0
-8.3706,84,0
2.6624,84,1
4.6102,85,1
6.3002,85,1
3.0439,85,0
1.5371,85,0
6.6242,85,1
-9.9583,85,1
-9.576,85,1
4.7824,85,0
-0.71576,85,0
0.72113,85,0
-6.6653,85,1
6.2389,85,0
3.1073,85,1
-5.7067,85,0
-1.0652,85,1
-5.9291,85,1
0.89711,86,0
2.659,86,0
7.1232,86,0
5.827,86,0
-0.25863,86,0
3.7834,86,0
1.7897,86,0
10.318,86,1
12.008,86,1
7.0793,86,0
11.326,86,0
-1.4717,86,1
1.6832,86,0
-0.97225,86,1
-0.34983,86,0
-0.98991,86,1
3.549,86,0
1.7471,87,1
0.57059,87,1
-0.38705,87,0
-4.0791,87,0
9.7368,87,0
9.7445,87,0
13.898,87,0
-11.282,87,1
4.8354,87,0
0.55073,87,1
10.195,87,0
1.8271,87,0
4.0355,87,0
9.4275,87,1
2.4104,87,1
-3.2574,87,1
7.147,87,0
-1.648,88,1
5.7803,88,0
-3.6291,88,1
-3.1336,88,1
0.18996,88,1
1.5605,88,0
10.119,88,1
1.039,88,0
0.33765,88,0
3.2608,88,1
5.4096,88,1
-8.4825,88,1
8.4023,88,1
-3.0371,88,0
-1.544,88,0
7.5064,89,0
4.0241,89,0
5.0292,89,0
10.628,89,0
0.21986,89,0
3.1657,89,0
2.3868,89,0
2.3594,89,1
-4.7278,89,1
-6.1769,89,1
2.1598,89,1
2.4263,89,1
1.0971,89,1
-1.6251,89,1
-0.25172,89,1
0.57509,89,1
-5.9886,89,1
-4.268,90,0
-7.6457,90,1
-5.962,90,1
-3.8793,90,1
-0.5024,90,0
-3.2075,90,1
0.89255,90,1
-0.29785,90,1
3.3488,90,0
-7.5959,90,1
-12.168,90,1
-10.86,90,1
-1.5876,90,0
3.2312,90,1
-1.6405,90,1
-14.895,90,1
16.072,91,0
1.9798,91,0
1.7496,91,0
-0.36416,91,0
-2.4525,91,0
-3.526,91,1
4.7811,91,1
-3.5295,91,1
-7.4518,91,1
5.4112,91,1
-3.1391,91,1
-22.73,91,1
-3.1196,91,1
4.6575,91,0
12.888,91,0
1.7471,92,1
-0.16239,92,0
12.353,92,0
-3.1519,92,0
-1.2559,92,0
0.54322,92,0
-1.9346,92,0
6.2778,92,0
-2.4335,92,1
-0.59259,92,1
-0.43799,92,1
-5.0143,92,1
-5.2133,92,1
-3.2691,92,0
4.8274,92,0
-5.4366,92,0
-7.2723,92,0
-5.0997,92,0
-5.1725,92,0
-1.382,92,0
7.5906,93,1
-2.6995,93,0
6.4324,93,0
4.4725,93,0
-1.6534,93,0
-0.052804,93,0
-16.427,93,1
-14.379,93,1
4.677,93,0
-19.469,93,1
-19.61,93,0
0.76466,93,0
-1.1038,93,0
-0.17576,93,0
2.354,93,1
1.7471,94,1
4.7606,94,0
3.5692,94,0
1.5777,94,1
1.1675,94,1
4.6962,94,1
